Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,_catalog_match,NPS,Rating_Producto,Rating_Logistica,Ticket_Soporte,Venta_Fantasma,Ingreso_USD,Margen_USD,Margen_Pct,Brecha_Entrega_Dias
TRX-15469,PROD-1464,2025-02-19,9,797.61,92.69,13,Perdido,Medellín,Físico,Accesorios,187.0,1180.74,212.0,10.0,NORTE,2025-10-29,both,,,,,False,7178.49,-3540.86,-49.32597245381689,3.0
TRX-15470,PROD-2580,2024-10-06,12,963.92,35.19,29,Devuelto,Medellín,App,Accesorios,1707.0,793.29,295.0,27.5,NORTE,2024-05-13,both,,,,,False,11567.039999999999,2012.3699999999994,17.397449995850277,1.5
TRX-15471,PROD-2050,2025-07-23,11,402.22,58.91,19,En Camino,Bogotá,WhatsApp,Tablets,987.0,222.75,295.0,0.0,OCCIDENTE,2024-10-30,both,,,,,False,4424.42,1915.26,43.288385822322475,19.0
TRX-15472,PROD-3212,2024-10-21,8,1006.65,52.345,3,Devuelto,Medellín,Físico,Tablets,1854.0,536.34,286.0,5.0,NORTE,2025-06-12,both,,,,,False,8053.2,3710.1349999999998,46.07031987284558,-2.0
TRX-15473,PROD-3965,2024-11-11,7,308.58,19.13,25,En Camino,Ventas_Web,Online,,,,,,,,left_only,2.2,3.0,5.0,0.0,True,2160.06,,,
TRX-15474,PROD-2158,2025-12-30,10,1490.65,46.25,16,Retrasado,Medellín,Físico,Accesorios,1792.0,112.5,235.0,27.5,NORTE,2024-08-13,both,,,,,False,14906.5,13735.25,92.14268943078523,-11.5
TRX-15475,PROD-1101,2025-05-20,14,1191.87,90.86,9,Perdido,Bucaramanga,Físico,Tablets,1932.0,886.44,126.0,5.0,ZONA_FRANCA,2025-07-13,both,,,,,False,16686.18,4185.160000000001,25.081594469195473,4.0
TRX-15476,PROD-3117,2026-01-17,8,166.27,99.57,29,En Camino,Barranquilla,WhatsApp,Accesorios,155.0,443.99,226.0,0.0,OCCIDENTE,2026-01-14,both,5.8,1.0,5.0,1.0,False,1330.16,-2321.3300000000004,-174.5150959283094,29.0
TRX-15477,PROD-2535,2025-10-21,13,1780.33,39.37,3,Entregado,Cali,Físico,Tablets,1032.0,484.9,177.0,27.5,BOD-EXT-99,2024-10-26,both,-42.0,3.0,2.0,0.0,False,23144.29,16801.22,72.59336968211166,-24.5
TRX-15478,PROD-3106,2025-12-21,4,1236.6,19.63,19,Devuelto,Barranquilla,Online,Smartphones,681.0,1011.15,205.0,3.0,BOD-EXT-99,2024-12-29,both,,,,,False,4946.4,882.1699999999997,17.834586770176287,16.0
TRX-15479,PROD-3083,2026-01-08,2,639.05,34.87,15,En Camino,Cali,WhatsApp,Laptops,1738.0,438.6,228.0,3.0,ZONA_FRANCA,2024-07-21,both,,,,,False,1278.1,366.02999999999986,28.638604178076825,12.0
TRX-15480,PROD-2825,2025-07-02,14,100.83,36.09,22,Perdido,Barranquilla,WhatsApp,Monitores,987.0,243.26,211.0,27.5,ZONA_FRANCA,2024-04-17,both,,,,,False,1411.62,-2030.11,-143.81419928876042,-5.5
TRX-15481,PROD-2993,2025-08-23,14,1268.13,66.23,13,Perdido,Barranquilla,WhatsApp,Laptops,1569.0,1082.72,295.0,0.0,OCCIDENTE,2026-01-05,both,-81.7,3.0,2.0,0.0,False,17753.82,2529.5099999999998,14.247694299029728,13.0
TRX-15482,PROD-1179,2025-09-09,11,753.15,52.13,17,Perdido,Bogotá,WhatsApp,Smartphones,906.0,203.52,133.0,0.0,BOD-EXT-99,2025-01-14,both,,,,,False,8284.65,5993.799999999999,72.3482585263107,17.0
TRX-15483,PROD-2214,2025-02-25,9,1816.16,78.0,21,Desconocido,Bogotá,Online,Tablets,75.0,1370.7,142.0,10.0,OCCIDENTE,2024-04-23,both,1.9,3.0,2.0,0.0,False,16345.44,3931.1399999999994,24.05037735294981,11.0
TRX-15484,PROD-3668,2025-02-06,3,79.41,52.345,25,En Camino,Bogotá,Online,,,,,,,,left_only,,,,,True,238.23,,,
TRX-15485,PROD-1788,2025-08-15,14,87.81,71.62,25,En Camino,Bogotá,Online,Sin categoría,855.0,565.39,255.0,5.0,BOD-EXT-99,2025-04-24,both,,,,,False,1229.3400000000001,-6757.74,-549.7047196056419,20.0
TRX-15486,PROD-2312,2025-08-24,11,1899.11,28.87,8,Retrasado,Ventas_Web,App,Laptops,653.0,525.37,229.0,0.0,NORTE,2025-07-19,both,43.5,1.0,3.0,0.0,False,20890.21,15082.269999999999,72.19779025677578,8.0
TRX-15487,PROD-3104,2025-02-23,4,1930.1,79.5,22,Entregado,Barranquilla,Online,Sin categoría,143.0,356.58,214.0,3.0,SUR,2025-06-18,both,,,,,False,7720.4,6214.58,80.495570177711,19.0
TRX-15488,PROD-1337,2026-01-18,7,65.21,85.51,14,Desconocido,Bogotá,Físico,Smartphones,864.0,1024.96,189.0,5.0,NORTE,2024-07-19,both,-41.4,2.0,1.0,0.0,False,456.46999999999997,-6803.76,-1490.516353758188,9.0
TRX-15489,PROD-1393,2024-12-12,2,1434.91,61.85,9,En Camino,Ventas_Web,WhatsApp,Sin categoría,1818.0,1164.44,261.0,5.0,NORTE,2024-11-12,both,,,,,False,2869.82,479.09000000000003,16.694078374253436,4.0
TRX-15490,PROD-1685,2024-12-18,14,450.77,93.13,3,Desconocido,Medellín,Físico,Laptops,993.0,343.33,110.0,5.0,BOD-EXT-99,2025-12-23,both,62.199999999999996,2.5,2.5,0.5,False,6310.78,1411.0299999999997,22.359042780765606,-2.0
TRX-15491,PROD-3203,2025-06-13,8,1405.77,79.38,29,Retrasado,Bogotá,Online,Smartphones,1523.0,1211.19,245.0,10.0,NORTE,2025-07-29,both,,,,,False,11246.16,1477.2599999999993,13.135683646684729,19.0
TRX-15492,PROD-3184,2025-06-07,12,1738.78,61.56,9,Devuelto,Cali,App,Monitores,718.0,903.23,289.0,10.0,NORTE,2025-03-30,both,,,,,False,20865.36,9965.04,47.75877339283866,-1.0
TRX-15493,PROD-1030,2026-01-14,10,210.65,91.09,24,Entregado,Ventas_Web,App,Monitores,163.0,502.23,141.0,3.0,NORTE,2024-08-04,both,,,,,False,2106.5,-3006.8900000000003,-142.74341324471877,21.0
TRX-15494,PROD-3567,2025-03-26,8,485.15,62.03,12,Desconocido,Bogotá,WhatsApp,,,,,,,,left_only,,,,,True,3881.2,,,
TRX-15495,PROD-1268,2025-03-21,12,57.91,54.51,15,Perdido,Ventas_Web,Online,Smartphones,614.0,246.42,127.0,10.0,SUR,2025-11-12,both,,,,,False,694.92,-2316.63,-333.3664306682784,5.0
TRX-15496,PROD-1863,2025-03-27,5,97.22,52.345,17,Entregado,Ventas_Web,App,Tablets,396.0,1019.87,231.0,27.5,NORTE,2025-04-28,both,28.9,4.0,3.0,1.0,False,486.1,-4665.595,-959.8014811767125,-10.5
TRX-15497,PROD-3745,2025-01-23,9,68.94,38.84,9,Devuelto,Cali,Físico,,,,,,,,left_only,,,,,True,620.46,,,
TRX-15498,PROD-3578,2025-10-04,8,1603.36,88.87,24,En Camino,Cali,App,,,,,,,,left_only,,,,,True,12826.88,,,
TRX-15499,PROD-1873,2024-12-27,1,603.6,16.66,8,En Camino,Medellín,WhatsApp,Laptops,1400.0,1401.02,134.0,10.0,BOD-EXT-99,2024-09-11,both,5.75,5.0,5.0,0.5,False,603.6,-814.0799999999999,-134.87077534791248,-2.0
TRX-15501,PROD-2737,2024-09-25,9,1577.81,56.05,9,Retrasado,Bucaramanga,Online,Smartphones,203.0,1463.61,226.0,5.0,NORTE,2025-08-05,both,,,,,False,14200.289999999999,971.7499999999993,6.843170104272514,4.0
TRX-15502,PROD-1425,2025-10-19,13,994.94,57.7,15,En Camino,Barranquilla,Físico,Monitores,987.0,867.68,183.0,0.0,NORTE,2025-05-31,both,-93.3,1.0,1.0,1.0,False,12934.220000000001,1596.680000000001,12.344617611266862,15.0
TRX-15503,PROD-1842,2025-12-09,14,864.1,66.93,24,En Camino,Bucaramanga,WhatsApp,Laptops,384.0,1373.91,228.0,5.0,ZONA_FRANCA,2025-05-20,both,,,,,False,12097.4,-7204.270000000002,-59.552217831930854,19.0
TRX-15504,PROD-3202,2024-09-24,14,33.03,53.05,18,Entregado,Barranquilla,WhatsApp,Smartphones,842.0,1379.3,107.0,3.0,OCCIDENTE,2025-05-04,both,,,,,False,462.42,-18900.83,-4087.3729509969294,15.0
TRX-15505,PROD-3878,2026-01-14,5,1140.4,29.4,22,Devuelto,Cali,App,,,,,,,,left_only,,,,,True,5702.0,,,
TRX-15506,PROD-2782,2025-12-12,9,258.24,86.41,28,Perdido,Bogotá,WhatsApp,Sin categoría,1857.0,1294.57,136.0,5.0,OCCIDENTE,2024-08-18,both,,,,,False,2324.16,-9413.38,-405.02288999036205,23.0
TRX-15507,PROD-3648,2025-09-28,9,1531.65,67.46,11,Perdido,Bucaramanga,App,,,,,,,,left_only,70.6,1.0,1.0,0.0,True,13784.85,,,
TRX-15508,PROD-1295,2025-07-24,10,522.9,52.345,24,Retrasado,Medellín,Físico,Accesorios,1866.0,1256.93,214.0,27.5,NORTE,2025-03-06,both,-72.3,5.0,3.0,0.0,False,5229.0,-7392.645000000001,-141.3777969018933,-3.5
TRX-15509,PROD-3810,2025-09-14,10,1351.63,86.53,14,Devuelto,Bucaramanga,App,,,,,,,,left_only,,,,,True,13516.300000000001,,,
TRX-15510,PROD-1629,2025-02-17,3,1295.98,31.22,13,Entregado,Medellín,WhatsApp,Smartphones,251.0,1457.86,251.0,0.0,OCCIDENTE,2024-08-08,both,,,,,False,3887.94,-516.8599999999999,-13.293929433067381,13.0
TRX-15511,PROD-1097,2025-07-04,8,1237.18,65.52,13,Perdido,Bucaramanga,Físico,Accesorios,704.0,65.68,138.0,3.0,BOD-EXT-99,2024-12-07,both,12.2,4.0,1.0,1.0,False,9897.44,9306.48,94.02916309671994,10.0
TRX-15512,PROD-2880,2025-02-14,7,541.23,72.85,22,Retrasado,Medellín,App,Laptops,362.0,85.73,225.0,5.0,BOD-EXT-99,2025-10-13,both,,,,,False,3788.61,3115.65,82.2372849145201,17.0
TRX-15513,PROD-3936,2025-08-18,7,541.51,41.42,13,En Camino,Medellín,WhatsApp,,,,,,,,left_only,,,,,True,3790.5699999999997,,,
TRX-15514,PROD-2358,2025-09-18,12,1727.47,82.16,27,En Camino,Bogotá,WhatsApp,Accesorios,206.0,1016.69,110.0,10.0,SUR,2025-12-07,both,-38.0,5.0,1.0,1.0,False,20729.64,8447.199999999999,40.74938107945917,17.0
TRX-15515,PROD-1155,2025-11-02,10,35.49,5.24,25,Desconocido,Medellín,Online,Tablets,250.0,820.78,280.0,0.0,ZONA_FRANCA,2025-07-02,both,,,,,False,354.90000000000003,-7858.139999999999,-2214.1842772612,25.0
TRX-15516,PROD-1358,2025-06-11,2,371.23,61.52,16,Entregado,Barranquilla,App,Laptops,1527.0,948.12,281.0,5.0,NORTE,2025-06-18,both,,,,,False,742.46,-1215.3,-163.68558575546155,11.0
TRX-15517,PROD-1300,2024-11-23,2,1224.24,63.29,12,Perdido,Cali,App,Laptops,987.0,1399.08,166.0,3.0,SUR,2024-03-12,both,,,,,False,2448.48,-412.96999999999986,-16.86638240867803,9.0
TRX-15518,PROD-1222,2026-01-26,2,1635.92,55.72,21,Desconocido,Bucaramanga,App,Laptops,537.0,497.28,155.0,3.0,ZONA_FRANCA,2025-02-06,both,,,,,False,3271.84,2221.5600000000004,67.89940828402368,18.0
TRX-15519,PROD-1729,2025-05-06,13,723.11,64.85,24,Desconocido,Bucaramanga,Físico,Accesorios,969.0,645.64,204.0,3.0,NORTE,2024-10-25,both,,,,,False,9400.43,942.2600000000006,10.023584027539172,21.0
TRX-15520,PROD-2031,2024-10-23,11,1310.35,52.345,26,Desconocido,Cali,Físico,Sin categoría,644.0,914.27,119.0,5.0,NORTE,2025-02-26,both,,,,,False,14413.849999999999,4304.534999999999,29.863880920087272,21.0
TRX-15521,PROD-3285,2025-03-31,2,1118.74,20.89,18,En Camino,Ventas_Web,Online,Sin categoría,754.0,1197.4,288.0,0.0,BOD-EXT-99,2024-05-21,both,-33.6,4.0,3.0,0.0,False,2237.48,-178.21000000000015,-7.964763930850785,18.0
TRX-15522,PROD-1288,2025-10-02,14,138.43,70.05,12,Retrasado,Ventas_Web,Online,Laptops,273.0,1078.69,206.0,10.0,OCCIDENTE,2024-03-13,both,,,,,False,1938.02,-13233.689999999999,-682.845894263217,2.0
TRX-15523,PROD-3355,2025-06-17,4,1247.28,36.9,5,Retrasado,Medellín,Online,Smartphones,0.0,910.68,192.0,0.0,NORTE,2025-03-10,both,-88.5,1.0,5.0,1.0,False,4989.12,1309.5,26.24711371945353,5.0
TRX-15524,PROD-1932,2024-10-04,7,1629.67,47.95,17,Perdido,Bogotá,WhatsApp,Laptops,537.0,1319.46,266.0,10.0,OCCIDENTE,2024-12-04,both,,,,,False,11407.69,2123.5199999999995,18.61481158762203,7.0
TRX-15525,PROD-2059,2025-04-01,2,1984.97,36.65,21,Desconocido,Medellín,WhatsApp,Accesorios,769.0,387.46,162.0,5.0,SUR,2025-01-21,both,,,,,False,3969.94,3158.37,79.55712177010231,16.0
TRX-15526,PROD-2669,2025-10-27,5,68.98,50.02,23,Entregado,Bucaramanga,Online,Accesorios,610.0,823.32,242.0,3.0,BOD-EXT-99,2024-03-11,both,78.9,3.0,3.0,1.0,False,344.90000000000003,-3821.7200000000003,-1108.0661061177152,20.0
TRX-15527,PROD-2589,2024-10-17,14,1323.52,64.05,1,Retrasado,Bucaramanga,WhatsApp,Sin categoría,1555.0,733.86,125.0,5.0,BOD-EXT-99,2025-03-06,both,-37.4,1.0,2.0,0.0,False,18529.28,8191.189999999998,44.206736581237905,-4.0
TRX-15528,PROD-2847,2025-11-02,7,834.95,84.64,13,Devuelto,Bogotá,Online,Sin categoría,630.0,1052.88,179.0,10.0,NORTE,2025-05-01,both,24.5,2.0,1.0,0.0,False,5844.650000000001,-1610.1500000000003,-27.54912612389108,3.0
TRX-15529,PROD-3581,2024-12-22,9,29.48,50.93,10,Retrasado,Cali,Físico,,,,,,,,left_only,,,,,True,265.32,,,
TRX-15530,PROD-2656,2024-12-19,8,1232.58,35.71,3,Entregado,Ventas_Web,WhatsApp,Tablets,264.0,1425.14,202.0,5.0,NORTE,2025-06-26,both,-3.7,4.0,5.0,1.0,False,9860.64,-1576.1900000000014,-15.984662253160053,-2.0
TRX-15531,PROD-2773,2025-08-20,9,253.63,51.35,6,Desconocido,Cali,WhatsApp,Accesorios,14.0,1465.86,287.0,3.0,SUR,2024-12-13,both,,,,,False,2282.67,-10961.42,-480.20169363070437,3.0
TRX-15532,PROD-2295,2025-06-23,7,763.35,52.345,16,Retrasado,Bogotá,Online,Tablets,1910.0,1467.06,156.0,27.5,SUR,2025-05-04,both,,,,,False,5343.45,-4978.3150000000005,-93.16668070254238,-11.5
TRX-15533,PROD-1069,2025-07-20,3,530.12,70.44,28,Desconocido,Bogotá,App,Laptops,200.0,443.87,210.0,0.0,BOD-EXT-99,2025-04-09,both,,,,,False,1590.3600000000001,188.31,11.84071530974119,28.0
TRX-15534,PROD-2595,2025-01-11,1,728.72,37.94,1,En Camino,Medellín,Online,Sin categoría,1112.0,1482.78,281.0,0.0,OCCIDENTE,2024-11-27,both,89.5,1.0,1.0,1.0,False,728.72,-792.0,-108.68371939839719,1.0
TRX-15535,PROD-3757,2024-12-11,10,990.46,44.36,19,Entregado,Barranquilla,WhatsApp,,,,,,,,left_only,,,,,True,9904.6,,,
TRX-15536,PROD-1484,2025-08-12,7,724.83,58.47,8,En Camino,Bogotá,WhatsApp,Monitores,1490.0,190.14,298.0,5.0,ZONA_FRANCA,2024-10-24,both,,,,,False,5073.81,3684.3600000000006,72.61525362597338,3.0
TRX-15537,PROD-3190,2025-02-09,13,1109.94,32.93,9,En Camino,Medellín,Online,Tablets,1787.0,424.54,158.0,10.0,BOD-EXT-99,2025-08-20,both,62.3,4.0,3.0,0.0,False,14429.220000000001,8877.27,61.52286817998478,-1.0
TRX-15538,PROD-1024,2025-11-29,11,484.91,24.86,23,Perdido,Bogotá,Online,Accesorios,678.0,1446.87,250.0,27.5,NORTE,2025-09-26,both,-32.8,5.0,1.0,0.0,False,5334.01,-10606.42,-198.845146522035,-4.5
TRX-15539,PROD-3627,2025-11-13,6,1274.37,18.34,20,Desconocido,Medellín,Online,,,,,,,,left_only,,,,,True,7646.219999999999,,,
TRX-15540,PROD-3950,2025-04-24,2,1708.99,38.5,23,Desconocido,Ventas_Web,WhatsApp,,,,,,,,left_only,,,,,True,3417.98,,,
TRX-15541,PROD-3532,2025-12-13,1,455.89,9.59,7,Desconocido,Bogotá,WhatsApp,,,,,,,,left_only,,,,,True,455.89,,,
TRX-15542,PROD-1259,2024-10-10,12,1020.68,60.43,11,Desconocido,Medellín,WhatsApp,Smartphones,254.0,195.36,188.0,0.0,BOD-EXT-99,2025-10-18,both,,,,,False,12248.16,9843.41,80.36643871405991,11.0
TRX-15543,PROD-3398,2024-11-15,10,1300.89,21.71,23,Entregado,Ventas_Web,Físico,Smartphones,1363.0,424.43,173.0,27.5,NORTE,2025-01-29,both,,,,,False,13008.900000000001,8742.890000000003,67.20698906133494,-4.5
TRX-15544,PROD-1186,2025-09-25,4,1133.61,52.345,8,En Camino,Cali,Online,Tablets,147.0,313.58,209.0,3.0,SUR,2026-01-02,both,34.349999999999994,1.5,3.0,0.0,False,4534.44,3227.775,71.18354195887476,5.0
TRX-15545,PROD-3870,2024-12-28,14,737.64,40.85,11,Perdido,Barranquilla,Físico,,,,,,,,left_only,78.4,2.0,1.0,1.0,True,10326.96,,,
TRX-15546,PROD-1297,2025-07-02,4,1287.98,30.58,14,Perdido,Bucaramanga,Online,Smartphones,322.0,375.26,146.0,3.0,SUR,2026-01-20,both,,,,,False,5151.92,3620.3,70.27088929952329,11.0
TRX-15547,PROD-2465,2025-05-14,6,66.21,64.89,14,En Camino,Cali,Físico,Laptops,1328.0,499.05,138.0,27.5,BOD-EXT-99,2024-07-06,both,,,,,False,397.26,-2661.93,-670.0724966017217,-13.5
TRX-15548,PROD-3059,2026-01-02,11,746.11,85.78,4,En Camino,Cali,Online,Smartphones,90.0,287.24,288.0,5.0,BOD-EXT-99,2025-08-18,both,,,,,False,8207.210000000001,4961.790000000001,60.45647668330651,-1.0
TRX-15549,PROD-1434,2025-05-20,5,1069.9,65.16,20,Devuelto,Medellín,App,Accesorios,291.0,1086.34,259.0,5.0,OCCIDENTE,2025-12-29,both,,,,,False,5349.5,-147.35999999999981,-2.754649967286659,15.0
TRX-15550,PROD-2187,2025-08-22,9,51.02,56.54,9,Entregado,Cali,Físico,Laptops,1080.0,335.2,187.0,5.0,SUR,2025-02-06,both,,,,,False,459.18,-2614.16,-569.3105100396358,4.0
TRX-15551,PROD-3809,2025-11-05,8,1020.22,68.56,8,Perdido,Bogotá,WhatsApp,,,,,,,,left_only,,,,,True,8161.76,,,
TRX-15552,PROD-2234,2025-11-14,9,1311.97,7.85,15,Entregado,Cali,WhatsApp,Tablets,1791.0,541.29,191.0,5.0,NORTE,2024-10-30,both,,,,,False,11807.73,6928.2699999999995,58.675714976545024,10.0
TRX-15553,PROD-3484,2025-09-01,10,1520.82,16.67,27,Desconocido,Barranquilla,Físico,Smartphones,1816.0,256.16,156.0,5.0,ZONA_FRANCA,2024-05-19,both,,,,,False,15208.199999999999,12629.929999999998,83.0468431504057,22.0
TRX-15554,PROD-1354,2026-01-21,7,235.61,14.02,20,Perdido,Bogotá,Online,Sin categoría,719.0,887.82,221.0,0.0,BOD-EXT-99,2024-07-16,both,50.3,4.0,2.0,0.5,False,1649.27,-4579.490000000002,-277.66769540463366,20.0
TRX-15555,PROD-2153,2025-12-10,9,1981.22,14.33,6,Retrasado,Barranquilla,Físico,Tablets,281.0,107.73,134.0,27.5,ZONA_FRANCA,2024-07-20,both,,,,,False,17830.98,16847.079999999998,94.48207557857167,-21.5
TRX-15556,PROD-2792,2024-11-15,3,1216.27,52.345,25,Retrasado,Medellín,WhatsApp,Smartphones,1141.0,1055.4,291.0,0.0,SUR,2024-03-27,both,,,,,False,3648.81,430.26499999999965,11.791926682945936,25.0
TRX-15557,PROD-2562,2024-12-18,9,732.76,29.75,16,Perdido,Bogotá,WhatsApp,Accesorios,956.0,1303.33,150.0,27.5,OCCIDENTE,2025-12-12,both,,,,,False,6594.84,-5164.879999999999,-78.31698722031163,-11.5
TRX-15558,PROD-2618,2025-06-10,2,505.69,55.54,16,Devuelto,Medellín,WhatsApp,Laptops,1579.0,1345.29,129.0,3.0,ZONA_FRANCA,2024-08-13,both,-43.0,4.0,4.0,1.0,False,1011.38,-1734.7399999999998,-171.52207874389447,13.0
TRX-15559,PROD-3706,2025-05-16,9,1150.06,15.89,29,Retrasado,Bogotá,Físico,,,,,,,,left_only,,,,,True,10350.539999999999,,,
TRX-15560,PROD-1126,2025-01-23,13,1764.61,93.84,14,Desconocido,Bogotá,Físico,Tablets,586.0,714.0,101.0,27.5,NORTE,2025-02-01,both,,,,,False,22939.93,13564.09,59.12873317398963,-13.5
TRX-15561,PROD-2941,2025-11-16,6,1045.93,86.15,28,Desconocido,Barranquilla,App,Sin categoría,1277.0,685.16,120.0,27.5,NORTE,2024-08-30,both,,,,,False,6275.58,2078.47,33.119966600696664,0.5
TRX-15562,PROD-1640,2024-11-15,4,1326.33,97.31,15,Entregado,Medellín,Online,Laptops,412.0,1428.27,270.0,27.5,NORTE,2025-11-30,both,,,,,False,5305.32,-505.0700000000002,-9.520066650079547,-12.5
TRX-15563,PROD-3185,2025-04-26,12,721.82,9.04,22,En Camino,Ventas_Web,App,Smartphones,1043.0,355.61,167.0,27.5,SUR,2024-04-18,both,,,,,False,8661.84,4385.4800000000005,50.629889261404045,-5.5
TRX-15564,PROD-1900,2025-11-16,14,782.42,85.88,27,Entregado,Medellín,WhatsApp,Monitores,987.0,1450.18,224.0,3.0,BOD-EXT-99,2025-03-09,both,-85.1,2.0,4.0,0.0,False,10953.88,-9434.52,-86.12948106059224,24.0
TRX-15565,PROD-1558,2025-04-07,12,579.49,81.35,21,Desconocido,Bogotá,App,Sin categoría,1070.0,708.57,252.0,27.5,NORTE,2024-08-30,both,,,,,False,6953.88,-1630.31,-23.444609340397015,-6.5
TRX-15566,PROD-2601,2024-10-31,13,1414.22,90.7,12,Entregado,Medellín,WhatsApp,Smartphones,835.0,1476.38,140.0,5.0,BOD-EXT-99,2025-03-29,both,,,,,False,18384.86,-898.7800000000018,-4.888696460022006,7.0
TRX-15567,PROD-3235,2025-12-20,11,724.78,55.15,23,Desconocido,Bucaramanga,Online,Sin categoría,0.0,208.75,284.0,0.0,NORTE,2024-11-05,both,-11.250000000000004,4.0,3.0,0.5,False,7972.58,5621.18,70.50641072275224,23.0
TRX-15568,PROD-2208,2025-09-22,2,389.53,52.345,18,Entregado,Medellín,App,Laptops,1760.0,399.17,240.0,3.0,NORTE,2024-09-06,both,,,,,False,779.06,-71.62500000000009,-9.193771981618886,15.0
TRX-15569,PROD-3597,2025-05-08,13,745.11,79.85,24,Desconocido,Barranquilla,WhatsApp,,,,,,,,left_only,68.4,1.0,1.0,1.0,True,9686.43,,,
TRX-15570,PROD-1590,2025-05-17,10,1709.12,9.87,11,Perdido,Bogotá,App,Laptops,309.0,893.52,105.0,3.0,SUR,2024-05-18,both,,,,,False,17091.199999999997,8146.1299999999965,47.66271531548398,8.0
TRX-15571,PROD-2220,2025-02-01,3,1479.12,12.21,7,Perdido,Medellín,Físico,Laptops,1413.0,284.46,115.0,10.0,NORTE,2025-09-24,both,,,,,False,4437.36,3571.7699999999995,80.49313105089512,-3.0
TRX-15572,PROD-3774,2025-08-18,5,675.94,16.26,6,Entregado,Medellín,Físico,,,,,,,,left_only,,,,,True,3379.7000000000003,,,
TRX-15573,PROD-3987,2026-02-04,9,1814.55,91.9,3,En Camino,Bogotá,Online,,,,,,,,left_only,,,,,True,16330.949999999999,,,
TRX-15574,PROD-3653,2025-08-09,7,158.92,10.81,9,Devuelto,Ventas_Web,Online,,,,,,,,left_only,-43.2,5.0,1.0,1.0,True,1112.4399999999998,,,
TRX-15575,PROD-2528,2026-01-04,11,109.01,14.51,15,Desconocido,Bucaramanga,App,Laptops,433.0,1146.48,131.0,0.0,NORTE,2024-09-03,both,,,,,False,1199.1100000000001,-11426.68,-952.930089816614,15.0
TRX-15576,PROD-1045,2025-03-09,12,263.67,93.39,2,Devuelto,Ventas_Web,Online,Accesorios,867.0,268.18,171.0,27.5,ZONA_FRANCA,2024-11-05,both,,,,,False,3164.04,-147.50999999999988,-4.662077596996241,-25.5
TRX-15577,PROD-3267,2026-01-22,13,241.74,15.2,4,Retrasado,Bogotá,Online,Sin categoría,355.0,1195.62,149.0,5.0,BOD-EXT-99,2024-07-17,both,-86.5,3.0,3.0,0.0,False,3142.62,-12415.64,-395.0729009552539,-1.0
TRX-15578,PROD-3273,2024-10-29,11,184.79,87.63,2,Retrasado,Ventas_Web,Físico,Tablets,324.0,1166.11,190.0,3.0,NORTE,2026-01-09,both,,,,,False,2032.6899999999998,-10882.149999999998,-535.3570883902611,-1.0
TRX-15579,PROD-1579,2024-11-28,3,1326.07,79.98,6,En Camino,Ventas_Web,App,Tablets,348.0,1006.55,263.0,5.0,ZONA_FRANCA,2025-07-20,both,,,,,False,3978.21,878.5800000000004,22.084806986056552,1.0
TRX-15580,PROD-1504,2025-01-11,13,1205.68,52.345,12,Entregado,Bogotá,Físico,Smartphones,1588.0,1065.89,174.0,5.0,NORTE,2025-10-12,both,,,,,False,15673.84,1764.9249999999986,11.260322932988972,7.0
TRX-15581,PROD-1171,2025-11-11,4,1298.73,8.83,7,Desconocido,Bogotá,Físico,Monitores,1529.0,564.27,148.0,10.0,OCCIDENTE,2024-12-23,both,-6.4,4.0,3.0,1.0,False,5194.92,2929.01,56.38219645345838,-3.0
TRX-15582,PROD-1020,2025-04-29,14,1379.85,7.08,9,Perdido,Ventas_Web,Físico,Laptops,556.0,1333.04,206.0,5.0,ZONA_FRANCA,2025-11-06,both,-73.1,1.0,5.0,1.0,False,19317.899999999998,648.2600000000001,3.3557477779675855,4.0
TRX-15583,PROD-3345,2025-04-19,12,1516.19,55.77,6,Retrasado,Bogotá,App,Sin categoría,599.0,953.55,256.0,10.0,ZONA_FRANCA,2025-04-08,both,-30.3,2.0,4.0,0.0,False,18194.28,6695.91,36.80228071679671,-4.0
TRX-15584,PROD-3443,2025-10-08,11,422.28,99.73,22,Entregado,Medellín,App,Sin categoría,1923.0,269.33,171.0,27.5,NORTE,2025-10-22,both,,,,,False,4645.08,1582.7200000000003,34.0730407226571,-5.5
TRX-15585,PROD-2614,2024-12-18,2,1248.38,88.49,5,Devuelto,Cali,App,Laptops,469.0,89.3,177.0,27.5,NORTE,2025-11-19,both,,,,,False,2496.76,2229.6700000000005,89.30253608676847,-22.5
TRX-15586,PROD-3200,2025-12-27,14,1164.3,34.45,26,En Camino,Cali,Físico,Monitores,987.0,754.53,271.0,27.5,BOD-EXT-99,2025-09-27,both,12.3,4.0,3.0,0.0,False,16300.199999999999,5702.329999999999,34.98319039030196,-1.5
TRX-15587,PROD-3242,2025-07-22,8,1887.88,41.7,27,Perdido,Cali,Online,Laptops,1288.0,1026.46,280.0,5.0,NORTE,2024-08-21,both,,,,,False,15103.04,6849.660000000001,45.352856113736046,22.0
