Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Ticket_Soporte
FB-9946,TRX-19860,3.0,3,No volvería,NO,1,42.0,-53.4,True
FB-9947,TRX-11971,2.0,3,Excelente,,No,56.0,24.5,False
FB-9948,TRX-10672,5.0,5,Excelente,,Sí,76.0,59.1,True
FB-9949,TRX-19610,2.0,1,---,Maybe,0,79.0,-62.2,False
FB-9950,TRX-13120,3.0,2,,NO,0,44.0,58.7,False
FB-9951,TRX-13160,1.0,4,,,1,22.0,76.9,True
FB-9952,TRX-17303,1.0,1,Dañado,NO,Sí,21.0,33.5,True
FB-9953,TRX-11616,5.0,2,Lento,NO,Sí,69.0,79.2,True
FB-9954,TRX-11226,5.0,4,---,NO,0,23.0,-21.5,False
FB-9955,TRX-18955,1.0,1,Precio justo,NO,1,46.0,-19.6,True
FB-9956,TRX-15618,3.0,1,Excelente,SI,1,72.0,-96.3,True
FB-9957,TRX-14939,2.0,3,Lento,Maybe,No,84.0,59.8,False
FB-9958,TRX-17769,1.0,1,Precio justo,NO,1,53.0,-93.4,True
FB-9959,TRX-13309,5.0,2,---,NO,0,34.0,-47.2,False
FB-9960,TRX-18741,5.0,3,---,Maybe,Sí,54.0,24.0,True
FB-9961,TRX-12517,3.0,1,---,,1,66.0,21.5,True
FB-9962,TRX-10717,4.0,3,Dañado,NO,Sí,81.0,-3.9,True
FB-9963,TRX-12094,5.0,4,Lento,,0,74.0,23.5,False
FB-9964,TRX-13140,3.0,2,No volvería,SI,No,38.0,-35.5,False
FB-9965,TRX-16851,1.0,4,,Maybe,No,83.0,-59.3,False
FB-9966,TRX-19019,4.0,2,,SI,1,28.0,-41.4,True
FB-9967,TRX-14137,1.0,5,---,,Sí,34.0,-50.5,True
FB-9968,TRX-19180,3.0,4,Precio justo,Maybe,Sí,78.0,-14.2,True
FB-9969,TRX-15690,1.0,5,No volvería,SI,0,46.0,51.7,False
FB-9970,TRX-15996,2.0,3,---,,No,38.0,-35.0,False
FB-9971,TRX-17347,3.0,4,,,0,68.0,-28.8,False
FB-9972,TRX-11923,4.0,1,No volvería,Maybe,1,45.0,39.5,True
FB-9973,TRX-17145,5.0,2,,Maybe,0,32.0,82.7,False
FB-9974,TRX-11109,1.0,1,Precio justo,,Sí,21.0,-47.9,True
FB-9975,TRX-17910,3.0,1,No volvería,,1,55.0,47.1,True
FB-9976,TRX-16864,1.0,3,Precio justo,SI,1,84.0,24.8,True
FB-9977,TRX-18581,3.0,3,No volvería,SI,No,46.0,4.3,False
FB-9978,TRX-18255,3.0,1,Dañado,,0,28.0,-96.2,False
FB-9979,TRX-10358,4.0,1,Dañado,NO,0,68.0,-23.9,False
FB-9980,TRX-12735,1.0,1,---,Maybe,1,53.0,-58.9,True
FB-9981,TRX-19816,1.0,2,Lento,Maybe,1,74.0,-72.0,True
FB-9982,TRX-14491,3.0,3,No volvería,Maybe,0,22.0,-44.9,False
FB-9983,TRX-12112,2.0,4,Dañado,,0,33.0,30.6,False
FB-9984,TRX-14745,5.0,3,Dañado,SI,No,42.0,7.7,False
FB-9985,TRX-10744,5.0,1,---,SI,Sí,47.0,-12.6,True
FB-9986,TRX-19276,2.0,4,Dañado,Maybe,1,68.0,-71.0,True
FB-9987,TRX-10996,4.0,4,Excelente,NO,Sí,20.0,55.7,True
FB-9988,TRX-13116,2.0,4,No volvería,Maybe,1,54.0,-3.8,True
FB-9989,TRX-16512,2.0,3,Lento,Maybe,0,20.0,29.0,False
FB-9990,TRX-18110,4.0,1,Dañado,Maybe,0,75.0,-92.6,False
FB-9991,TRX-18723,3.0,1,Precio justo,NO,0,38.0,78.5,False
FB-9992,TRX-18412,1.0,5,Excelente,Maybe,Sí,35.0,3.6,True
FB-9993,TRX-11228,5.0,2,No volvería,SI,Sí,75.0,-30.1,True
FB-9994,TRX-12711,5.0,3,,NO,Sí,27.0,65.4,True
FB-9995,TRX-17172,5.0,5,---,NO,Sí,37.0,62.3,True
FB-9996,TRX-18344,2.0,5,Lento,SI,0,57.0,-56.0,False
FB-9997,TRX-16293,3.0,5,Dañado,,Sí,46.0,-25.8,True
FB-9998,TRX-19215,3.0,3,Precio justo,NO,Sí,53.0,21.1,True
FB-9999,TRX-16393,2.0,2,Excelente,NO,0,49.0,99.7,False
FB-10000,TRX-16567,4.0,4,Precio justo,NO,No,50.0,57.3,False
FB-10001,TRX-19948,4.0,2,Precio justo,,Sí,36.0,-90.0,True
FB-10002,TRX-14448,3.0,2,Excelente,Maybe,1,29.0,47.2,True
FB-10003,TRX-13390,2.0,1,Precio justo,,0,54.0,-1.9,False
FB-10004,TRX-13015,5.0,5,Dañado,SI,No,63.0,-96.3,False
FB-10005,TRX-10058,1.0,5,---,SI,Sí,48.0,-9.4,True
FB-10006,TRX-12621,3.0,4,Excelente,SI,Sí,34.0,-34.5,True
FB-10007,TRX-19369,5.0,1,No volvería,NO,Sí,21.0,-79.1,True
FB-10008,TRX-13568,3.0,4,Excelente,Maybe,0,32.0,6.6,False
FB-10009,TRX-19701,1.0,3,,Maybe,Sí,62.0,88.3,True
FB-10010,TRX-10145,4.0,1,Lento,NO,No,29.0,74.9,False
FB-10011,TRX-18401,3.0,5,,Maybe,No,23.0,12.1,False
FB-10012,TRX-17461,2.0,4,,,No,39.0,-58.7,False
FB-10013,TRX-18254,4.0,1,---,SI,Sí,79.0,-77.1,True
FB-10014,TRX-18602,4.0,1,Dañado,SI,Sí,58.0,36.8,True
FB-10015,TRX-14240,5.0,2,No volvería,NO,0,33.0,-21.6,False
FB-10016,TRX-14971,2.0,1,---,NO,0,63.0,4.4,False
FB-10017,TRX-13609,3.0,1,---,NO,1,79.0,55.5,True
FB-10018,TRX-14855,3.0,5,---,NO,No,75.0,20.5,False
FB-10019,TRX-14399,2.0,3,,SI,Sí,53.0,-84.7,True
FB-10020,TRX-19046,4.0,4,Dañado,NO,1,20.0,97.2,True
FB-10021,TRX-11951,3.0,3,Dañado,SI,0,46.0,-71.2,False
FB-10022,TRX-12803,3.0,1,Excelente,Maybe,1,20.0,96.0,True
FB-10023,TRX-13668,3.0,5,,,0,68.0,1.5,False
FB-10024,TRX-10747,1.0,5,No volvería,Maybe,1,27.0,67.8,True
FB-10025,TRX-18741,2.0,5,Excelente,,0,63.0,-75.2,False
FB-10026,TRX-13902,1.0,5,Lento,NO,1,23.0,72.3,True
FB-10027,TRX-14781,1.0,2,Lento,SI,Sí,49.0,-74.1,True
FB-10028,TRX-10640,5.0,1,Lento,,No,78.0,78.0,False
FB-10029,TRX-12427,3.0,2,Excelente,SI,No,81.0,-11.5,False
FB-10030,TRX-14550,1.0,2,Excelente,Maybe,No,81.0,72.3,False
FB-10031,TRX-12178,2.0,1,Lento,NO,1,56.0,-44.9,True
FB-10032,TRX-14430,5.0,5,Excelente,NO,Sí,18.0,41.6,True
FB-10033,TRX-10844,5.0,4,Precio justo,,Sí,68.0,54.8,True
FB-10034,TRX-14079,4.0,5,Precio justo,Maybe,No,71.0,-0.0,False
FB-10035,TRX-13440,4.0,5,Precio justo,NO,No,37.0,73.0,False
FB-10036,TRX-18758,5.0,2,Dañado,Maybe,No,54.0,36.6,False
FB-10037,TRX-11903,2.0,3,No volvería,Maybe,No,75.0,-37.1,False
FB-10038,TRX-10022,1.0,5,,SI,1,18.0,85.9,True
FB-10039,TRX-15692,4.0,1,No volvería,Maybe,0,71.0,-32.0,False
FB-10040,TRX-19914,1.0,1,No volvería,Maybe,No,30.0,46.2,False
FB-10041,TRX-16047,2.0,1,Lento,Maybe,Sí,19.0,38.5,True
FB-10042,TRX-15317,1.0,2,---,Maybe,1,57.0,-73.6,True
FB-10043,TRX-11363,5.0,4,Precio justo,NO,1,73.0,-14.4,True
FB-10044,TRX-18999,4.0,4,,SI,No,39.0,14.9,False
FB-10045,TRX-14326,2.0,4,Precio justo,,Sí,76.0,-62.7,True
FB-10046,TRX-12189,5.0,5,Excelente,SI,0,72.0,-80.1,False
FB-10047,TRX-16690,2.0,5,Dañado,NO,Sí,32.0,9.2,True
FB-10048,TRX-14831,4.0,3,Dañado,NO,No,47.0,-69.3,False
FB-10049,TRX-15318,1.0,3,Precio justo,,No,42.0,57.6,False
FB-10050,TRX-10938,2.0,3,Excelente,NO,1,56.0,71.1,True
FB-10051,TRX-10170,4.0,2,Precio justo,NO,1,51.0,-81.2,True
FB-10052,TRX-15824,5.0,4,Lento,SI,Sí,66.0,40.6,True
FB-10053,TRX-13592,4.0,5,---,SI,0,70.0,46.4,False
FB-10054,TRX-14582,1.0,3,Lento,SI,Sí,55.0,-86.8,True
FB-10055,TRX-12895,4.0,2,No volvería,,Sí,67.0,19.3,True
FB-10056,TRX-14194,5.0,3,,SI,Sí,76.0,24.3,True
FB-10057,TRX-10256,5.0,5,,,0,79.0,2.4,False
FB-10058,TRX-18804,2.0,3,,NO,Sí,43.0,38.0,True
FB-10059,TRX-19556,5.0,2,---,,No,83.0,-50.6,False
FB-10060,TRX-11743,3.0,2,No volvería,,No,79.0,-47.7,False
FB-10061,TRX-16258,5.0,3,Precio justo,Maybe,Sí,69.0,84.8,True
FB-10062,TRX-14216,1.0,5,---,Maybe,1,79.0,35.8,True
FB-10063,TRX-19901,5.0,2,---,NO,1,59.0,-20.6,True
FB-10064,TRX-19025,2.0,4,No volvería,NO,0,30.0,34.3,False
FB-10065,TRX-13377,5.0,2,---,SI,No,53.0,49.6,False
FB-10066,TRX-17244,4.0,1,Precio justo,,0,44.0,-39.6,False
FB-10067,TRX-13614,4.0,3,Dañado,Maybe,1,20.0,3.9,True
FB-10068,TRX-15312,4.0,4,Lento,SI,Sí,62.0,-77.1,True
FB-10069,TRX-14403,3.0,5,---,Maybe,0,52.0,20.2,False
FB-10070,TRX-13341,2.0,4,Excelente,SI,0,54.0,37.6,False
FB-10071,TRX-19529,4.0,2,Excelente,Maybe,0,31.0,48.6,False
FB-10072,TRX-16479,4.0,2,Dañado,SI,1,46.0,92.1,True
FB-10073,TRX-12550,4.0,1,---,,Sí,79.0,-66.6,True
FB-10074,TRX-17308,2.0,4,,SI,0,31.0,-86.1,False
FB-10075,TRX-13796,4.0,2,---,NO,No,48.0,88.5,False
FB-10076,TRX-17109,3.0,5,Precio justo,SI,1,65.0,29.7,True
FB-10077,TRX-16039,4.0,5,,Maybe,1,55.0,12.6,True
FB-10078,TRX-12430,1.0,4,Lento,,1,72.0,-15.3,True
FB-10079,TRX-17848,3.0,4,Precio justo,SI,0,22.0,-11.8,False
FB-10080,TRX-11535,1.0,1,Precio justo,SI,1,35.0,-40.6,True
FB-10081,TRX-18125,4.0,4,Dañado,NO,1,32.0,24.9,True
FB-10082,TRX-12973,4.0,5,Dañado,Maybe,Sí,68.0,-96.9,True
FB-10083,TRX-17526,2.0,4,No volvería,NO,1,70.0,8.8,True
FB-10084,TRX-13031,1.0,2,Dañado,SI,0,26.0,-88.4,False
FB-10085,TRX-12885,1.0,2,No volvería,,1,36.0,44.8,True
FB-10086,TRX-13094,5.0,4,,Maybe,Sí,42.0,92.4,True
FB-10087,TRX-19333,5.0,3,,SI,1,66.0,-63.0,True
FB-10088,TRX-18036,5.0,4,---,SI,0,76.0,-45.1,False
FB-10089,TRX-12955,5.0,1,Excelente,Maybe,No,25.0,7.7,False
FB-10090,TRX-14621,1.0,5,No volvería,NO,1,38.0,-2.0,True
FB-10091,TRX-10344,2.0,5,No volvería,,0,57.0,63.3,False
FB-10092,TRX-15081,5.0,4,,NO,1,74.0,-74.9,True
FB-10093,TRX-12669,1.0,3,Excelente,NO,1,76.0,10.6,True
FB-10094,TRX-12911,2.0,5,Lento,,0,43.0,84.4,False
FB-10095,TRX-16458,2.0,3,Precio justo,SI,1,59.0,33.4,True
FB-10096,TRX-19958,5.0,5,,Maybe,0,76.0,-46.2,False
FB-10097,TRX-13077,1.0,2,Precio justo,Maybe,No,47.0,-87.5,False
FB-10098,TRX-11137,3.0,1,Dañado,NO,1,64.0,-16.2,True
FB-10099,TRX-12351,1.0,5,Dañado,NO,No,78.0,-6.6,False
FB-10100,TRX-11180,3.0,4,Lento,SI,0,24.0,-73.4,False
FB-10101,TRX-16986,2.0,2,---,,1,71.0,-4.0,True
FB-10102,TRX-14018,4.0,3,Dañado,,1,37.0,35.3,True
FB-10103,TRX-17455,5.0,1,Precio justo,Maybe,1,33.0,-4.9,True
FB-10104,TRX-16594,2.0,3,,,Sí,19.0,-54.7,True
FB-10105,TRX-11642,3.0,3,,NO,1,27.0,91.7,True
FB-10106,TRX-18630,3.0,5,No volvería,SI,Sí,60.0,-77.0,True
FB-10107,TRX-12249,3.0,2,No volvería,SI,No,45.0,21.7,False
FB-10108,TRX-10193,3.0,1,---,NO,0,27.0,45.9,False
FB-10109,TRX-19884,1.0,2,Dañado,Maybe,Sí,39.0,-46.0,True
FB-10110,TRX-11633,2.0,2,Precio justo,NO,1,51.0,-24.1,True
FB-10111,TRX-16191,3.0,5,,SI,1,33.0,-12.7,True
FB-10112,TRX-16291,2.0,3,Excelente,SI,Sí,72.0,29.4,True
FB-10113,TRX-10339,2.0,2,Excelente,SI,Sí,81.0,2.5,True
FB-10114,TRX-11802,4.0,3,,,Sí,70.0,-61.8,True
FB-10115,TRX-10222,1.0,2,,NO,No,59.0,78.5,False
FB-10116,TRX-10716,4.0,1,,Maybe,1,47.0,-27.1,True
FB-10117,TRX-12165,5.0,4,No volvería,NO,0,77.0,-23.5,False
FB-10118,TRX-14068,5.0,4,Precio justo,NO,Sí,19.0,60.0,True
FB-10119,TRX-11369,5.0,4,,NO,0,51.0,7.1,False
FB-10120,TRX-14385,4.0,5,---,,Sí,59.0,-53.7,True
FB-10121,TRX-12336,2.0,5,No volvería,NO,Sí,38.0,82.9,True
FB-10122,TRX-19824,5.0,3,Precio justo,SI,No,51.0,61.0,False
FB-10123,TRX-10221,5.0,5,,Maybe,Sí,49.0,20.0,True
FB-10124,TRX-10153,4.0,4,---,,0,47.0,2.4,False
FB-10125,TRX-11742,2.0,5,Excelente,,1,81.0,35.1,True
FB-10126,TRX-18886,5.0,4,,,1,36.0,-27.8,True
FB-10127,TRX-15544,1.0,2,Dañado,,No,47.0,38.8,False
FB-10128,TRX-11392,5.0,4,Lento,SI,1,75.0,-92.3,True
FB-10129,TRX-13314,4.0,4,Dañado,SI,1,58.0,-20.0,True
FB-10130,TRX-12281,4.0,1,Precio justo,Maybe,Sí,44.0,23.5,True
FB-10131,TRX-17871,1.0,1,No volvería,NO,No,33.0,24.3,False
FB-10132,TRX-19221,2.0,1,No volvería,,0,42.0,-85.7,False
FB-10133,TRX-17279,1.0,1,Excelente,NO,Sí,78.0,43.9,True
FB-10134,TRX-12672,5.0,4,,NO,No,84.0,-83.0,False
FB-10135,TRX-15036,4.0,3,Excelente,Maybe,No,28.0,48.2,False
FB-10136,TRX-15435,2.0,1,Dañado,,1,49.0,82.4,True
FB-10137,TRX-17846,5.0,5,,NO,1,54.0,95.1,True
FB-10138,TRX-12531,1.0,5,---,Maybe,No,69.0,20.7,False
FB-10139,TRX-13994,5.0,5,Dañado,NO,Sí,51.0,42.8,True
FB-10140,TRX-10915,1.0,4,---,Maybe,Sí,67.0,-53.2,True
FB-10141,TRX-18905,3.0,2,Lento,SI,1,51.0,-25.1,True
FB-10142,TRX-14382,3.0,2,Precio justo,Maybe,Sí,26.0,-97.6,True
FB-10143,TRX-18906,4.0,1,Dañado,Maybe,1,59.0,59.6,True
FB-10144,TRX-12016,2.0,5,Dañado,SI,0,56.0,37.9,False
FB-10145,TRX-10347,4.0,1,Excelente,,0,47.0,-48.4,False
FB-10146,TRX-10729,5.0,4,,Maybe,No,20.0,-2.0,False
FB-10147,TRX-11684,3.0,5,Precio justo,Maybe,Sí,19.0,45.7,True
FB-10148,TRX-18923,4.0,1,Excelente,NO,0,84.0,33.3,False
FB-10149,TRX-14861,1.0,3,---,Maybe,1,84.0,-35.9,True
FB-10150,TRX-11680,2.0,4,---,Maybe,1,34.0,-26.1,True
FB-10151,TRX-18381,3.0,4,Lento,NO,No,80.0,-69.2,False
FB-10152,TRX-16804,2.0,4,Dañado,,0,20.0,-72.5,False
FB-10153,TRX-12323,2.0,3,,SI,1,27.0,-19.0,True
FB-10154,TRX-10019,3.0,2,Dañado,SI,No,72.0,-4.1,False
FB-10155,TRX-13675,1.0,2,Dañado,Maybe,0,37.0,90.1,False
FB-10156,TRX-10393,1.0,3,No volvería,,Sí,18.0,1.1,True
FB-10157,TRX-13713,1.0,2,---,SI,1,59.0,-62.0,True
FB-10158,TRX-16998,2.0,3,Precio justo,NO,No,30.0,-66.2,False
FB-10159,TRX-16314,1.0,1,Excelente,Maybe,0,25.0,-30.9,False
FB-10160,TRX-12414,5.0,3,Excelente,Maybe,No,41.0,83.8,False
FB-10161,TRX-15788,5.0,2,---,,Sí,39.0,58.8,True
FB-10162,TRX-14699,1.0,3,Excelente,Maybe,Sí,64.0,-1.2,True
FB-10163,TRX-13700,1.0,3,Lento,,0,50.0,91.2,False
FB-10164,TRX-16303,3.0,5,No volvería,SI,Sí,77.0,-56.9,True
FB-10165,TRX-11841,3.0,3,Lento,SI,Sí,43.0,-13.1,True
FB-10166,TRX-18057,4.0,2,Precio justo,,0,61.0,-99.8,False
FB-10167,TRX-12778,2.0,4,Excelente,SI,No,20.0,73.3,False
FB-10168,TRX-11804,2.0,1,Excelente,SI,No,77.0,-68.4,False
FB-10169,TRX-13678,3.0,3,Excelente,SI,Sí,27.0,91.5,True
FB-10170,TRX-11666,5.0,2,Dañado,,1,23.0,1.4,True
FB-10171,TRX-14617,4.0,2,---,NO,1,34.0,98.8,True
FB-10172,TRX-15854,3.0,5,---,NO,0,76.0,8.3,False
FB-10173,TRX-11249,4.0,2,Dañado,SI,Sí,24.0,-8.9,True
FB-10174,TRX-15467,2.0,4,,NO,0,31.0,-5.6,False
FB-10175,TRX-11939,2.0,2,Excelente,SI,Sí,50.0,67.2,True
FB-10176,TRX-15906,2.0,4,---,Maybe,Sí,35.0,-27.5,True
FB-10177,TRX-11389,5.0,1,Excelente,NO,0,42.0,70.7,False
FB-10178,TRX-10710,3.0,3,Dañado,Maybe,1,84.0,77.3,True
FB-10179,TRX-19904,4.0,1,Lento,SI,Sí,63.0,-42.2,True
FB-10180,TRX-12475,3.0,3,No volvería,NO,No,57.0,85.4,False
FB-10181,TRX-12917,2.0,1,Lento,NO,Sí,75.0,-61.9,True
FB-10182,TRX-17022,2.0,4,---,Maybe,1,22.0,65.3,True
FB-10183,TRX-18691,3.0,3,No volvería,SI,No,62.0,-66.3,False
FB-10184,TRX-15486,1.0,3,---,NO,No,71.0,43.5,False
FB-10185,TRX-19824,1.0,1,Dañado,,No,81.0,95.1,False
FB-10186,TRX-12971,3.0,5,,SI,1,69.0,-84.8,True
FB-10187,TRX-16967,2.0,5,,,No,18.0,-60.7,False
FB-10188,TRX-12461,4.0,1,Excelente,NO,Sí,62.0,-29.4,True
FB-10189,TRX-14940,1.0,2,---,NO,Sí,79.0,-28.0,True
FB-10190,TRX-14702,3.0,1,Excelente,,Sí,63.0,-63.6,True
FB-10191,TRX-15707,5.0,4,Excelente,NO,1,50.0,-0.6,True
FB-10192,TRX-11702,3.0,4,---,NO,Sí,54.0,58.1,True
FB-10193,TRX-14441,2.0,2,Lento,SI,Sí,77.0,60.5,True
FB-10194,TRX-18179,3.0,5,Excelente,SI,Sí,66.0,-6.8,True
FB-10195,TRX-16047,1.0,4,No volvería,SI,1,34.0,-37.3,True
FB-10196,TRX-14348,1.0,4,Excelente,Maybe,No,40.0,-51.7,False
FB-10197,TRX-11251,3.0,3,Dañado,SI,Sí,54.0,43.1,True
FB-10198,TRX-10035,4.0,3,Excelente,NO,1,83.0,-83.0,True
FB-10199,TRX-12435,3.0,2,Lento,NO,No,31.0,9.1,False
FB-10200,TRX-12401,4.0,4,Lento,Maybe,No,50.0,8.3,False
FB-10201,TRX-15247,1.0,1,---,NO,0,18.0,-77.4,False
FB-10202,TRX-12421,5.0,5,Dañado,Maybe,Sí,59.0,-5.8,True
FB-10203,TRX-16399,4.0,2,---,SI,No,58.0,-50.0,False
FB-10204,TRX-17318,3.0,1,Precio justo,,0,56.0,-66.7,False
FB-10205,TRX-17838,2.0,1,---,,No,61.0,-83.6,False
FB-10206,TRX-11102,2.0,2,Lento,,1,51.0,-61.3,True
FB-10207,TRX-11854,3.0,2,Precio justo,,Sí,71.0,29.0,True
FB-10208,TRX-19467,1.0,4,Dañado,,No,63.0,45.9,False
FB-10209,TRX-17003,1.0,5,Excelente,Maybe,1,50.0,-54.3,True
FB-10210,TRX-14562,1.0,4,,NO,1,76.0,14.8,True
FB-10211,TRX-12370,3.0,1,Precio justo,Maybe,Sí,54.0,-25.7,True
FB-10212,TRX-11481,2.0,4,Dañado,NO,No,25.0,8.3,False
FB-10213,TRX-15292,5.0,4,Precio justo,SI,Sí,47.0,-50.8,True
FB-10214,TRX-12089,2.0,5,Precio justo,Maybe,1,37.0,-90.8,True
FB-10215,TRX-12979,1.0,3,---,SI,0,82.0,-34.6,False
FB-10216,TRX-16308,3.0,5,Excelente,NO,No,66.0,-67.9,False
FB-10217,TRX-15777,3.0,4,,NO,No,75.0,46.9,False
FB-10218,TRX-15231,5.0,3,Lento,NO,Sí,79.0,46.1,True
FB-10219,TRX-18097,2.0,1,Precio justo,NO,No,24.0,-85.5,False
FB-10220,TRX-16944,1.0,5,No volvería,,1,53.0,-20.7,True
FB-10221,TRX-17885,5.0,2,Excelente,NO,No,76.0,-81.4,False
FB-10222,TRX-16782,1.0,1,---,NO,Sí,51.0,43.0,True
FB-10223,TRX-19858,2.0,3,No volvería,SI,Sí,80.0,-96.3,True
FB-10224,TRX-15463,5.0,1,Excelente,SI,1,41.0,-12.4,True
FB-10225,TRX-12264,1.0,2,Excelente,,1,78.0,-69.5,True
FB-10226,TRX-14028,4.0,2,,,0,26.0,33.0,False
FB-10227,TRX-16278,3.0,5,Lento,,Sí,40.0,-57.2,True
FB-10228,TRX-16859,2.0,5,No volvería,,0,65.0,-18.7,False
FB-10229,TRX-19000,3.0,4,Precio justo,,0,73.0,-99.0,False
FB-10230,TRX-18144,1.0,4,Excelente,SI,No,56.0,97.8,False
FB-10231,TRX-18826,5.0,1,,SI,0,23.0,50.8,False
FB-10232,TRX-18745,1.0,2,No volvería,Maybe,0,20.0,-67.1,False
FB-10233,TRX-18070,4.0,1,No volvería,,0,55.0,-11.2,False
FB-10234,TRX-18724,4.0,3,Lento,NO,0,25.0,-0.4,False
FB-10235,TRX-18785,2.0,3,No volvería,,0,57.0,-54.8,False
FB-10236,TRX-13770,3.0,4,Precio justo,Maybe,1,26.0,-83.0,True
FB-10237,TRX-16301,1.0,1,No volvería,Maybe,0,81.0,13.9,False
FB-10238,TRX-11369,4.0,3,Lento,NO,1,66.0,67.0,True
FB-10239,TRX-19518,5.0,4,---,SI,1,50.0,14.4,True
FB-10240,TRX-16911,1.0,1,Excelente,Maybe,No,23.0,26.2,False
FB-10241,TRX-18633,2.0,2,No volvería,NO,1,46.0,18.2,True
FB-10242,TRX-19467,5.0,3,No volvería,NO,1,36.0,-8.7,True
FB-10243,TRX-13593,3.0,3,Dañado,Maybe,1,44.0,-70.5,True
FB-10244,TRX-11429,2.0,2,Precio justo,Maybe,Sí,26.0,-59.5,True
FB-10245,TRX-13853,3.0,4,,SI,1,35.0,-34.4,True
FB-10246,TRX-15926,3.0,3,Precio justo,NO,Sí,30.0,-41.2,True
FB-10247,TRX-10046,4.0,2,,NO,Sí,49.0,4.3,True
FB-10248,TRX-13330,3.0,4,,SI,No,43.0,-15.8,False
FB-10249,TRX-10281,5.0,5,Precio justo,Maybe,1,69.0,27.4,True
FB-10250,TRX-15937,3.0,4,,NO,1,39.0,68.1,True
FB-10251,TRX-19148,5.0,3,No volvería,SI,1,45.0,-90.2,True
FB-10252,TRX-17764,5.0,4,Precio justo,NO,No,72.0,-7.5,False
FB-10253,TRX-12188,1.0,3,Precio justo,NO,Sí,45.0,-56.9,True
FB-10254,TRX-11804,4.0,4,---,Maybe,Sí,46.0,82.0,True
FB-10255,TRX-10976,4.0,5,Dañado,NO,No,82.0,8.9,False
FB-10256,TRX-15723,5.0,4,Lento,Maybe,0,48.0,76.8,False
FB-10257,TRX-15912,1.0,5,Lento,NO,1,42.0,34.1,True
FB-10258,TRX-12283,3.0,3,Excelente,NO,0,80.0,-72.9,False
FB-10259,TRX-14828,3.0,4,,NO,Sí,70.0,69.4,True
FB-10260,TRX-17543,3.0,2,,SI,Sí,35.0,-36.5,True
FB-10261,TRX-12361,4.0,5,,Maybe,Sí,54.0,48.7,True
FB-10262,TRX-19035,3.0,1,,SI,0,78.0,1.7,False
FB-10263,TRX-16898,1.0,5,Dañado,,0,68.0,46.0,False
FB-10264,TRX-13973,1.0,4,,NO,1,22.0,5.5,True
FB-10265,TRX-13452,3.0,5,,,0,72.0,85.6,False
FB-10266,TRX-13679,4.0,4,No volvería,Maybe,No,61.0,2.0,False
FB-10267,TRX-10915,2.0,3,,SI,No,27.0,-87.9,False
FB-10268,TRX-12257,5.0,3,,SI,1,42.0,-9.6,True
FB-10269,TRX-11920,3.0,2,Excelente,Maybe,1,78.0,93.5,True
FB-10270,TRX-12344,3.0,1,Precio justo,Maybe,0,72.0,57.9,False
FB-10271,TRX-16184,5.0,3,Excelente,SI,0,27.0,26.3,False
FB-10272,TRX-10431,2.0,2,Lento,,1,37.0,-69.7,True
FB-10273,TRX-16958,3.0,1,Excelente,Maybe,0,59.0,-63.4,False
FB-10274,TRX-16089,3.0,2,Excelente,NO,1,80.0,44.5,True
FB-10275,TRX-10886,2.0,3,,,Sí,20.0,46.1,True
FB-10276,TRX-11736,5.0,1,Dañado,SI,Sí,60.0,-25.3,True
FB-10277,TRX-19529,1.0,3,Precio justo,Maybe,1,21.0,98.9,True
FB-10278,TRX-11208,3.0,4,No volvería,Maybe,Sí,45.0,38.3,True
FB-10279,TRX-17812,3.0,1,,,0,58.0,78.9,False
FB-10280,TRX-19730,4.0,2,No volvería,Maybe,No,55.0,-90.7,False
FB-10281,TRX-12591,2.0,4,Dañado,NO,1,28.0,24.7,True
FB-10282,TRX-10494,3.0,2,---,SI,1,49.0,49.9,True
FB-10283,TRX-12406,4.0,3,,,Sí,57.0,59.5,True
FB-10284,TRX-15984,1.0,3,Dañado,,1,71.0,34.5,True
FB-10285,TRX-12314,2.0,4,,NO,Sí,20.0,21.2,True
FB-10286,TRX-11294,1.0,4,,Maybe,1,30.0,49.2,True
FB-10287,TRX-14014,4.0,1,No volvería,,0,73.0,-92.3,False
FB-10288,TRX-11262,5.0,2,,SI,Sí,68.0,50.3,True
FB-10289,TRX-10204,2.0,5,Excelente,Maybe,No,54.0,-34.1,False
FB-10290,TRX-19325,5.0,3,Precio justo,,0,31.0,52.2,False
FB-10291,TRX-16823,4.0,5,No volvería,,1,53.0,55.4,True
FB-10292,TRX-12452,2.0,5,Excelente,SI,Sí,49.0,-44.7,True
FB-10293,TRX-12988,3.0,4,Excelente,,0,58.0,43.0,False
FB-10294,TRX-17696,4.0,2,Lento,Maybe,1,57.0,-34.2,True
FB-10295,TRX-12295,4.0,5,Dañado,NO,Sí,49.0,45.0,True
FB-10296,TRX-18641,1.0,2,,,0,29.0,-62.0,False
FB-10297,TRX-14907,5.0,4,---,NO,Sí,71.0,-84.5,True
FB-10298,TRX-17703,2.0,5,,SI,1,74.0,17.6,True
FB-10299,TRX-16742,2.0,5,No volvería,NO,0,25.0,-61.4,False
FB-10300,TRX-15526,3.0,3,No volvería,,1,59.0,78.9,True
FB-10301,TRX-17274,2.0,5,,SI,0,61.0,-68.3,False
