Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta
TRX-15993,PROD-2931,2025-09-16,9,917.5,87.51,28,Entregado,Cali,Online
TRX-15994,PROD-3458,2025-02-05,8,1352.96,83.44,13,Devuelto,Barranquilla,App
TRX-15995,PROD-2783,2025-02-12,8,1378.01,52.61,19,Devuelto,Barranquilla,App
TRX-15996,PROD-1361,2025-08-27,13,1750.26,81.67,24,Desconocido,Cali,Físico
TRX-15997,PROD-1262,2025-03-28,13,1333.2,30.35,3,Devuelto,Barranquilla,WhatsApp
TRX-15998,PROD-2077,2024-10-03,1,1128.42,58.26,14,Entregado,Cali,App
TRX-15999,PROD-1908,2025-02-17,1,1423.53,42.33,4,Retrasado,Cali,WhatsApp
TRX-16001,PROD-1327,2025-07-11,2,380.0,21.28,26,Entregado,Cali,Físico
TRX-16002,PROD-3494,2025-08-26,14,228.24,11.9,10,Devuelto,Cali,WhatsApp
TRX-16003,PROD-1154,2025-10-25,8,158.95,58.03,6,En Camino,Ventas_Web,App
TRX-16004,PROD-3967,2025-12-08,10,754.37,14.28,6,En Camino,Barranquilla,WhatsApp
TRX-16005,PROD-2574,2024-10-30,1,1001.02,73.21,2,Entregado,Cali,Online
TRX-16006,PROD-2641,2025-09-02,4,1235.14,92.54,2,Devuelto,Medellín,App
TRX-16007,PROD-3514,2025-04-18,9,1916.49,20.4,19,Devuelto,Barranquilla,Físico
TRX-16008,PROD-3687,2025-04-20,2,668.27,49.74,3,Perdido,Barranquilla,App
TRX-16009,PROD-3134,2024-09-23,3,1524.14,75.18,20,Desconocido,Medellín,App
TRX-16010,PROD-2173,2025-09-17,11,1067.4,32.25,4,Desconocido,Ventas_Web,WhatsApp
TRX-16011,PROD-3914,2024-11-26,6,447.98,92.47,4,Devuelto,Bucaramanga,Online
TRX-16012,PROD-3447,2024-09-23,13,1234.46,52.345,26,Retrasado,Medellín,WhatsApp
TRX-16013,PROD-1235,2025-05-23,11,1934.68,89.4,26,En Camino,Ventas_Web,WhatsApp
TRX-16014,PROD-1717,2026-01-04,10,257.37,14.86,11,Devuelto,Ventas_Web,WhatsApp
TRX-16015,PROD-3622,2025-10-08,3,1019.49,7.6,3,Retrasado,Bogotá,WhatsApp
TRX-16016,PROD-3024,2025-08-04,4,112.7,97.76,17,Desconocido,Ventas_Web,WhatsApp
TRX-16017,PROD-2798,2024-10-17,9,649.22,95.87,9,Entregado,Cali,App
TRX-16018,PROD-1043,2025-09-04,9,1245.0,45.12,14,En Camino,Bogotá,Online
TRX-16019,PROD-1826,2025-10-21,10,1683.7,9.8,2,Entregado,Medellín,Online
TRX-16020,PROD-3690,2024-11-11,5,1463.35,63.79,14,Desconocido,Cali,Online
TRX-16021,PROD-3122,2025-10-23,7,931.08,32.87,3,Desconocido,Medellín,Físico
TRX-16022,PROD-2171,2025-09-05,9,1819.35,93.99,2,Devuelto,Bogotá,Online
TRX-16023,PROD-1797,2025-05-21,8,612.4,80.49,22,Entregado,Ventas_Web,App
TRX-16024,PROD-1137,2024-10-24,11,1510.43,52.345,22,Desconocido,Bogotá,WhatsApp
TRX-16025,PROD-3455,2024-10-25,7,953.28,66.71,29,En Camino,Ventas_Web,WhatsApp
TRX-16026,PROD-3091,2025-04-10,12,1798.29,32.03,1,Entregado,Bogotá,App
TRX-16027,PROD-3112,2025-05-14,8,1596.89,71.62,4,Entregado,Bogotá,WhatsApp
TRX-16028,PROD-3860,2024-10-18,5,1803.92,32.47,10,Entregado,Cali,WhatsApp
TRX-16029,PROD-1948,2024-11-03,5,436.35,8.57,15,Retrasado,Ventas_Web,Online
TRX-16030,PROD-3519,2025-11-30,5,1339.62,53.3,21,Retrasado,Medellín,Online
TRX-16031,PROD-1694,2024-11-22,1,1479.54,51.43,12,Devuelto,Cali,Online
TRX-16032,PROD-3760,2024-11-02,6,1487.4,77.49,6,Entregado,Medellín,Físico
TRX-16033,PROD-1147,2025-12-07,5,1012.96,87.24,21,Retrasado,Medellín,Online
TRX-16034,PROD-2473,2025-01-30,8,32.39,38.67,3,En Camino,Medellín,Online
TRX-16035,PROD-1979,2025-09-12,8,530.25,47.7,3,En Camino,Medellín,Online
TRX-16036,PROD-3682,2025-09-11,2,653.37,52.345,19,Desconocido,Medellín,Online
TRX-16037,PROD-1001,2025-04-08,11,1705.55,49.69,22,Entregado,Bogotá,Online
TRX-16038,PROD-1644,2025-07-06,6,1683.36,35.8,20,Devuelto,Bogotá,App
TRX-16039,PROD-1355,2025-02-20,12,218.31,75.62,4,Desconocido,Barranquilla,App
TRX-16040,PROD-2130,2025-04-14,11,1900.17,54.6,19,Retrasado,Cali,App
TRX-16041,PROD-2636,2025-03-23,10,373.09,91.83,14,Desconocido,Bogotá,WhatsApp
TRX-16042,PROD-2446,2025-09-28,10,834.58,66.78,4,Retrasado,Ventas_Web,WhatsApp
TRX-16043,PROD-3742,2025-11-08,6,438.16,25.13,8,Retrasado,Ventas_Web,Físico
TRX-16044,PROD-2618,2025-04-17,3,1722.06,20.66,19,Desconocido,Cali,WhatsApp
TRX-16045,PROD-2660,2025-02-16,1,1501.31,40.38,26,Devuelto,Barranquilla,Físico
TRX-16046,PROD-3400,2025-04-14,7,713.52,37.96,19,Perdido,Barranquilla,App
TRX-16047,PROD-1820,2026-02-02,10,1366.94,43.68,22,Retrasado,Cali,Online
TRX-16048,PROD-3120,2024-11-09,5,376.89,52.345,1,Entregado,Medellín,Online
TRX-16049,PROD-1062,2025-06-07,12,770.77,22.44,26,Retrasado,Cali,Físico
TRX-16050,PROD-3882,2025-02-08,12,760.44,97.93,22,Retrasado,Medellín,Físico
TRX-16051,PROD-1281,2025-03-13,10,483.49,18.84,15,Perdido,Barranquilla,Online
TRX-16052,PROD-1369,2025-01-01,5,1753.86,67.0,11,Desconocido,Cali,Físico
TRX-16053,PROD-3251,2025-03-28,11,1360.9,6.24,9,Entregado,Bogotá,Online
TRX-16054,PROD-2165,2025-10-11,8,567.08,43.66,3,Entregado,Bogotá,App
TRX-16055,PROD-3974,2025-08-03,12,491.82,34.37,18,Entregado,Ventas_Web,Físico
TRX-16056,PROD-3290,2025-10-03,5,45.73,41.29,19,Retrasado,Medellín,App
TRX-16057,PROD-3387,2025-07-13,5,699.7,52.32,16,Retrasado,Bogotá,Físico
TRX-16058,PROD-2425,2025-11-05,1,1058.27,62.04,16,En Camino,Medellín,App
TRX-16059,PROD-2423,2025-09-20,2,562.64,60.43,28,Perdido,Cali,App
TRX-16060,PROD-2132,2024-10-13,5,1403.91,52.345,3,Desconocido,Bogotá,WhatsApp
TRX-16061,PROD-1926,2025-07-17,7,829.38,64.92,18,Entregado,Medellín,WhatsApp
TRX-16062,PROD-3483,2025-11-16,3,639.47,85.23,13,Entregado,Barranquilla,Físico
TRX-16063,PROD-1796,2025-10-20,12,1878.72,89.24,27,En Camino,Bucaramanga,Físico
TRX-16064,PROD-2862,2025-10-23,1,532.97,75.04,20,Retrasado,Bogotá,App
TRX-16065,PROD-2654,2024-10-02,11,802.53,12.5,8,En Camino,Barranquilla,App
TRX-16066,PROD-3354,2025-03-28,12,770.76,96.32,7,En Camino,Bogotá,Online
TRX-16067,PROD-1019,2026-01-29,2,489.98,95.0,26,Retrasado,Cali,WhatsApp
TRX-16068,PROD-2069,2025-02-02,3,442.78,72.61,25,Devuelto,Bucaramanga,App
TRX-16069,PROD-1716,2024-10-25,12,611.74,54.16,24,Desconocido,Bucaramanga,Físico
TRX-16070,PROD-2667,2024-11-30,9,1729.83,28.81,29,Perdido,Cali,Online
TRX-16071,PROD-3073,2024-12-11,8,1536.49,76.85,23,Devuelto,Cali,WhatsApp
TRX-16072,PROD-1436,2025-04-01,4,1365.19,52.345,22,Devuelto,Medellín,Online
TRX-16073,PROD-3288,2025-01-01,8,919.63,88.4,19,Perdido,Ventas_Web,App
TRX-16074,PROD-1296,2026-01-20,13,1020.43,68.19,26,Devuelto,Barranquilla,Online
TRX-16075,PROD-3060,2025-07-04,9,541.61,64.76,20,Retrasado,Medellín,Físico
TRX-16076,PROD-2205,2025-10-29,3,157.89,23.34,24,Devuelto,Barranquilla,Físico
TRX-16077,PROD-2392,2025-05-01,6,668.77,38.99,12,Devuelto,Medellín,App
TRX-16078,PROD-1479,2025-10-17,8,996.21,73.7,18,Desconocido,Barranquilla,Online
TRX-16079,PROD-3102,2024-11-14,10,124.05,6.61,15,Devuelto,Bogotá,App
TRX-16080,PROD-2055,2026-01-01,7,185.58,65.92,12,Retrasado,Bucaramanga,WhatsApp
TRX-16081,PROD-3203,2025-03-01,9,533.42,77.83,6,En Camino,Bogotá,App
TRX-16082,PROD-3354,2025-10-07,7,740.49,36.8,29,Entregado,Bucaramanga,App
TRX-16083,PROD-2024,2024-11-03,1,792.7,12.24,17,Perdido,Medellín,WhatsApp
TRX-16084,PROD-3843,2024-11-08,9,244.59,52.345,23,Perdido,Barranquilla,Online
TRX-16085,PROD-2813,2025-02-28,12,459.38,82.82,4,Retrasado,Ventas_Web,Físico
TRX-16086,PROD-2544,2025-12-12,5,530.68,18.47,12,Entregado,Barranquilla,Físico
TRX-16087,PROD-3306,2025-03-25,6,144.59,40.23,17,Devuelto,Bogotá,Online
TRX-16088,PROD-2980,2025-05-26,2,658.94,72.19,21,Desconocido,Medellín,App
TRX-16089,PROD-1996,2024-10-03,2,153.72,82.61,5,Perdido,Bogotá,Físico
TRX-16090,PROD-2391,2025-02-23,13,1409.88,86.93,29,Devuelto,Bogotá,App
TRX-16091,PROD-2879,2025-04-30,4,778.24,55.39,6,Desconocido,Bogotá,WhatsApp
TRX-16092,PROD-3791,2025-02-24,4,660.24,50.21,15,Retrasado,Bucaramanga,Físico
TRX-16093,PROD-2887,2025-08-27,5,261.78,85.59,28,Desconocido,Ventas_Web,App
TRX-16094,PROD-3403,2025-12-07,7,460.74,58.49,8,Retrasado,Medellín,App
TRX-16095,PROD-1112,2025-09-22,13,473.08,59.97,20,Desconocido,Medellín,App
TRX-16096,PROD-2974,2025-07-02,11,1970.56,52.345,16,Retrasado,Medellín,Físico
TRX-16097,PROD-1476,2025-03-28,12,1672.35,46.23,13,En Camino,Ventas_Web,App
TRX-16098,PROD-2056,2024-11-23,1,40.37,40.42,28,Retrasado,Bucaramanga,Físico
TRX-16099,PROD-1276,2025-02-17,10,1237.5,50.65,23,Devuelto,Cali,Físico
TRX-16101,PROD-3595,2025-02-13,4,217.71,37.64,15,Devuelto,Bogotá,Físico
TRX-16102,PROD-1902,2025-01-03,13,1414.14,99.4,20,Desconocido,Ventas_Web,Online
TRX-16103,PROD-3772,2025-07-19,9,271.9,36.94,13,Retrasado,Bucaramanga,WhatsApp
TRX-16104,PROD-3872,2024-12-24,8,893.04,29.36,15,En Camino,Medellín,WhatsApp
TRX-16105,PROD-1941,2025-12-29,3,1268.01,38.62,2,Desconocido,Bucaramanga,Físico
TRX-16106,PROD-2293,2025-07-05,6,1113.44,61.12,24,Entregado,Bogotá,App
TRX-16107,PROD-2689,2025-11-20,11,1955.48,91.54,21,Retrasado,Bucaramanga,Físico
TRX-16108,PROD-2446,2025-01-19,9,1573.63,52.345,26,En Camino,Medellín,App
TRX-16109,PROD-3115,2026-02-01,8,1550.64,79.85,20,Desconocido,Cali,Online
TRX-16110,PROD-3194,2025-12-15,7,717.63,85.01,28,En Camino,Medellín,WhatsApp
TRX-16111,PROD-1039,2024-10-21,7,26.71,86.61,18,En Camino,Ventas_Web,Físico
TRX-16112,PROD-3870,2024-10-22,1,1471.48,92.45,7,Perdido,Bogotá,Online
TRX-16113,PROD-2078,2025-09-17,5,1999.47,27.33,21,En Camino,Medellín,Físico
TRX-16114,PROD-2016,2025-09-23,7,817.7,48.54,9,Entregado,Bogotá,Físico
TRX-16115,PROD-2176,2025-07-07,14,1971.18,41.59,7,Retrasado,Ventas_Web,Online
TRX-16116,PROD-1380,2025-02-07,13,292.0,41.28,9,Retrasado,Medellín,App
TRX-16117,PROD-2634,2026-01-10,2,600.06,66.97,29,Retrasado,Medellín,App
TRX-16118,PROD-3759,2024-11-12,6,349.75,43.17,12,En Camino,Bucaramanga,App
TRX-16119,PROD-2400,2025-10-19,14,955.6,63.55,10,Retrasado,Ventas_Web,Físico
TRX-16120,PROD-1311,2025-12-01,2,1595.99,52.345,10,Entregado,Bogotá,App
TRX-16121,PROD-3271,2025-07-11,3,687.92,41.32,13,Perdido,Bogotá,App
TRX-16122,PROD-1731,2025-05-14,1,1813.4,34.56,5,Entregado,Barranquilla,Físico
TRX-16123,PROD-2951,2024-11-16,3,1094.21,38.54,27,Perdido,Barranquilla,Online
TRX-16124,PROD-2285,2025-11-15,7,936.19,81.36,22,Retrasado,Barranquilla,WhatsApp
TRX-16125,PROD-2448,2025-07-11,5,1576.2,62.1,8,Desconocido,Ventas_Web,App
TRX-16126,PROD-1895,2025-05-20,4,211.87,97.53,10,Devuelto,Bucaramanga,Online
TRX-16127,PROD-3349,2025-07-31,13,1549.77,84.1,6,Perdido,Bogotá,Físico
TRX-16128,PROD-2102,2024-10-28,12,493.47,51.15,11,Entregado,Bucaramanga,Físico
TRX-16129,PROD-1748,2024-12-20,8,568.82,28.03,4,Entregado,Ventas_Web,App
TRX-16130,PROD-3798,2025-04-22,8,1202.91,69.02,2,Desconocido,Cali,App
TRX-16131,PROD-1778,2025-12-11,1,1804.85,74.03,6,Devuelto,Medellín,Online
TRX-16132,PROD-3043,2025-08-06,9,1161.03,52.345,13,Perdido,Bogotá,App
TRX-16133,PROD-1817,2026-02-04,14,1301.41,49.1,29,Perdido,Medellín,Online
TRX-16134,PROD-1961,2025-09-22,9,1555.42,26.84,12,Entregado,Barranquilla,Físico
TRX-16135,PROD-1991,2025-05-25,2,526.06,57.94,14,Perdido,Bogotá,Online
TRX-16136,PROD-2087,2025-12-31,2,1656.2,29.11,25,Devuelto,Cali,Físico
TRX-16137,PROD-1846,2024-12-18,8,841.74,94.3,8,Perdido,Barranquilla,App
TRX-16138,PROD-1938,2025-11-05,12,359.55,64.74,3,Perdido,Bogotá,WhatsApp
TRX-16139,PROD-1830,2025-05-20,11,706.73,32.73,5,Devuelto,Bogotá,Online
TRX-16140,PROD-2022,2025-08-08,6,499.8,25.49,22,Retrasado,Medellín,WhatsApp
TRX-16141,PROD-3533,2025-03-29,3,465.14,73.09,7,Perdido,Medellín,Online
TRX-16142,PROD-2458,2024-11-18,12,572.3,72.24,18,Desconocido,Cali,Online
TRX-16143,PROD-1638,2025-01-13,2,370.05,61.73,6,Entregado,Bogotá,WhatsApp
TRX-16144,PROD-1436,2025-05-03,5,1338.73,52.345,18,En Camino,Cali,WhatsApp
TRX-16145,PROD-1491,2024-12-01,8,1164.18,63.36,8,Entregado,Cali,App
TRX-16146,PROD-1321,2025-05-07,6,1300.4,62.37,7,Desconocido,Cali,WhatsApp
TRX-16147,PROD-3768,2025-06-05,12,694.01,39.21,2,Entregado,Bucaramanga,WhatsApp
TRX-16148,PROD-3717,2025-03-21,3,1541.77,94.05,4,Retrasado,Medellín,App
TRX-16149,PROD-3017,2025-03-25,12,267.92,50.53,23,Retrasado,Bucaramanga,WhatsApp
TRX-16150,PROD-3514,2025-04-01,12,1146.56,6.93,9,Entregado,Medellín,WhatsApp
TRX-16151,PROD-1027,2025-12-18,9,558.15,38.09,16,Perdido,Ventas_Web,App
TRX-16152,PROD-3217,2025-05-12,8,1059.94,17.38,19,Entregado,Bucaramanga,WhatsApp
TRX-16153,PROD-1173,2025-06-25,10,654.04,39.52,10,Desconocido,Medellín,Online
TRX-16154,PROD-2975,2025-05-13,6,1583.12,62.78,26,Perdido,Cali,Online
TRX-16155,PROD-2520,2024-11-15,1,1783.63,7.15,8,Devuelto,Bogotá,WhatsApp
TRX-16156,PROD-3542,2025-06-06,2,1487.74,52.345,29,Devuelto,Cali,WhatsApp
TRX-16157,PROD-2291,2026-01-28,4,359.41,87.67,16,Retrasado,Bogotá,WhatsApp
TRX-16158,PROD-3016,2024-12-21,2,556.99,62.98,25,En Camino,Cali,Físico
TRX-16159,PROD-3353,2025-05-06,3,1839.52,33.06,29,En Camino,Bogotá,WhatsApp
TRX-16160,PROD-2125,2025-05-27,14,880.07,34.56,8,Desconocido,Bucaramanga,Online
TRX-16161,PROD-3010,2025-10-21,8,1882.95,49.24,20,Retrasado,Bogotá,WhatsApp
TRX-16162,PROD-1749,2025-02-20,9,790.98,28.57,4,Devuelto,Medellín,Físico
TRX-16163,PROD-3093,2025-12-01,6,1904.03,5.41,27,Retrasado,Barranquilla,App
TRX-16164,PROD-2147,2025-01-13,4,1852.22,7.52,23,Devuelto,Bogotá,Físico
TRX-16165,PROD-2629,2025-11-04,11,1324.45,38.99,20,Perdido,Medellín,Físico
TRX-16166,PROD-1909,2025-06-18,2,27.57,16.8,27,Desconocido,Bogotá,Online
TRX-16167,PROD-3362,2025-02-26,7,806.67,7.12,13,Devuelto,Ventas_Web,WhatsApp
TRX-16168,PROD-1525,2025-12-08,10,1823.36,52.345,26,Devuelto,Medellín,Online
TRX-16169,PROD-1221,2025-09-23,11,1771.37,86.63,10,Devuelto,Bucaramanga,Físico
TRX-16170,PROD-3153,2025-09-04,7,382.9,31.04,23,En Camino,Ventas_Web,Físico
TRX-16171,PROD-2733,2025-09-08,10,804.37,52.8,25,Devuelto,Bogotá,WhatsApp
TRX-16172,PROD-2959,2025-07-18,9,1672.66,22.04,28,Entregado,Ventas_Web,App
TRX-16173,PROD-3214,2025-10-21,5,1159.98,9.44,9,Perdido,Barranquilla,Online
TRX-16174,PROD-1133,2025-02-28,10,1696.13,75.76,25,En Camino,Bogotá,App
TRX-16175,PROD-3058,2026-01-22,4,1654.87,16.87,26,Entregado,Bogotá,Físico
TRX-16176,PROD-2422,2025-08-18,10,1815.89,7.44,12,En Camino,Barranquilla,App
TRX-16177,PROD-2612,2026-01-07,6,243.27,60.79,26,En Camino,Bogotá,Online
TRX-16178,PROD-3811,2025-05-05,12,298.98,6.28,15,Entregado,Bogotá,Físico
TRX-16179,PROD-1715,2024-10-06,2,174.79,46.45,22,Retrasado,Medellín,Físico
TRX-16180,PROD-2872,2025-09-12,2,1871.18,52.345,1,Desconocido,Barranquilla,App
TRX-16181,PROD-1493,2025-01-09,12,955.57,32.44,12,Desconocido,Bogotá,WhatsApp
TRX-16182,PROD-3860,2025-11-14,9,138.01,35.34,24,Desconocido,Medellín,WhatsApp
TRX-16183,PROD-3122,2025-10-28,7,649.84,5.37,14,Retrasado,Bogotá,Online
TRX-16184,PROD-2884,2025-11-01,7,709.31,96.61,22,Devuelto,Bogotá,WhatsApp
TRX-16185,PROD-2292,2024-12-27,13,1621.02,54.11,23,Entregado,Ventas_Web,Físico
TRX-16186,PROD-3823,2025-04-05,5,1473.6,59.39,2,Devuelto,Bogotá,Físico
TRX-16187,PROD-1034,2024-11-19,7,1381.88,68.28,3,Desconocido,Bogotá,App
TRX-16188,PROD-1048,2025-12-29,9,53.51,80.76,6,Retrasado,Cali,Físico
TRX-16189,PROD-3761,2025-10-19,10,1822.28,62.75,19,Entregado,Medellín,Físico
TRX-16190,PROD-1863,2025-09-09,5,438.95,77.41,21,Entregado,Bogotá,Online
TRX-16191,PROD-2554,2025-07-13,9,1261.83,47.63,13,Entregado,Bogotá,WhatsApp
TRX-16192,PROD-3379,2025-02-23,1,133.02,52.345,20,Devuelto,Bogotá,WhatsApp
TRX-16193,PROD-1412,2024-11-25,13,172.24,40.27,21,En Camino,Cali,WhatsApp
TRX-16194,PROD-2332,2025-02-27,12,29.06,83.2,8,En Camino,Bogotá,Online
TRX-16195,PROD-2481,2025-06-14,3,1136.2,87.2,4,Desconocido,Bucaramanga,WhatsApp
TRX-16196,PROD-3509,2025-01-21,7,1262.47,18.09,25,En Camino,Ventas_Web,App
TRX-16197,PROD-2063,2025-07-07,4,110.42,56.55,19,Entregado,Cali,WhatsApp
TRX-16198,PROD-1766,2024-10-03,2,588.06,69.95,28,Retrasado,Bogotá,Físico
TRX-16199,PROD-3246,2025-04-24,12,1704.39,12.94,7,Devuelto,Medellín,Online
TRX-16201,PROD-1971,2025-01-05,14,440.93,54.41,7,Retrasado,Bogotá,Online
TRX-16202,PROD-2103,2025-10-29,3,854.54,66.32,1,En Camino,Bogotá,App
TRX-16203,PROD-2930,2025-02-16,7,1686.13,21.93,19,Desconocido,Medellín,App
TRX-16204,PROD-3511,2025-03-23,8,517.15,52.345,26,Perdido,Bogotá,Físico
TRX-16205,PROD-2405,2025-08-26,11,1994.3,30.12,17,Retrasado,Medellín,WhatsApp
TRX-16206,PROD-2498,2024-10-29,9,716.97,16.5,8,En Camino,Cali,WhatsApp
TRX-16207,PROD-1753,2024-12-13,6,779.03,30.08,26,Entregado,Barranquilla,App
TRX-16208,PROD-3042,2024-10-04,10,252.99,51.78,21,Retrasado,Medellín,App
TRX-16209,PROD-2736,2024-09-26,9,1363.59,84.19,15,En Camino,Medellín,WhatsApp
TRX-16210,PROD-1862,2026-01-30,4,494.5,55.7,20,Devuelto,Bogotá,Online
TRX-16211,PROD-2716,2024-11-04,12,1261.45,28.22,19,Perdido,Medellín,App
TRX-16212,PROD-3870,2025-11-07,5,454.08,9.24,7,Perdido,Medellín,App
TRX-16213,PROD-2524,2024-11-12,1,781.87,64.09,24,Perdido,Bogotá,Online
TRX-16214,PROD-2495,2025-06-10,14,1714.78,44.92,24,En Camino,Barranquilla,Online
TRX-16215,PROD-2640,2025-02-03,9,1480.42,98.51,13,En Camino,Medellín,WhatsApp
TRX-16216,PROD-2145,2025-12-27,9,317.64,52.345,1,Entregado,Bogotá,WhatsApp
TRX-16217,PROD-2846,2024-12-18,9,1219.34,79.08,7,Perdido,Bogotá,Online
TRX-16218,PROD-1736,2025-09-19,3,1260.99,81.79,5,Devuelto,Medellín,Online
TRX-16219,PROD-3340,2024-11-17,13,190.23,6.16,18,Desconocido,Ventas_Web,Físico
TRX-16220,PROD-1537,2025-04-27,10,936.95,78.89,8,Perdido,Bucaramanga,Físico
TRX-16221,PROD-3358,2025-09-23,10,528.73,23.49,15,Retrasado,Barranquilla,WhatsApp
TRX-16222,PROD-3809,2024-11-29,10,939.59,60.65,18,Retrasado,Medellín,App
TRX-16223,PROD-1936,2026-02-04,8,1556.37,47.51,6,Devuelto,Bucaramanga,Online
TRX-16224,PROD-1409,2025-09-09,3,324.94,59.3,28,En Camino,Medellín,WhatsApp
TRX-16225,PROD-3952,2024-11-05,13,255.38,17.68,5,Desconocido,Barranquilla,Físico
TRX-16226,PROD-2105,2025-02-12,6,545.94,48.4,22,Perdido,Ventas_Web,App
TRX-16227,PROD-1965,2025-09-03,5,1905.03,8.51,11,Desconocido,Bogotá,Físico
TRX-16228,PROD-3274,2024-11-03,8,1498.17,52.345,26,Retrasado,Ventas_Web,Físico
TRX-16229,PROD-2770,2025-02-08,3,48.72,8.89,8,Devuelto,Bogotá,Físico
TRX-16230,PROD-2560,2024-12-04,14,808.0,67.49,9,Entregado,Bucaramanga,App
TRX-16231,PROD-1803,2025-06-16,1,522.22,95.41,13,Retrasado,Barranquilla,Físico
TRX-16232,PROD-1597,2025-04-04,12,1279.91,78.85,3,Retrasado,Bogotá,WhatsApp
TRX-16233,PROD-1612,2026-01-28,9,923.99,49.57,3,Perdido,Bogotá,App
TRX-16234,PROD-2937,2025-02-24,10,1929.35,10.31,7,En Camino,Barranquilla,Online
TRX-16235,PROD-1039,2025-05-26,9,445.77,9.28,3,Retrasado,Bogotá,Online
TRX-16236,PROD-1723,2025-08-02,3,1179.83,20.0,11,Retrasado,Medellín,Online
TRX-16237,PROD-2726,2025-04-28,2,1403.42,97.7,14,Perdido,Medellín,Online
TRX-16238,PROD-3046,2025-12-22,4,1652.87,42.87,26,En Camino,Bogotá,Físico
TRX-16239,PROD-1550,2025-10-11,14,819.87,85.12,28,Desconocido,Ventas_Web,Físico
TRX-16240,PROD-3583,2025-06-02,8,1376.97,52.345,21,Entregado,Ventas_Web,Online
TRX-16241,PROD-3117,2025-06-26,6,613.37,71.99,10,Desconocido,Bucaramanga,App
TRX-16242,PROD-3187,2025-06-26,10,876.6,62.52,20,Entregado,Medellín,Físico
TRX-16243,PROD-3951,2024-12-03,1,1792.3,95.04,27,Entregado,Ventas_Web,Físico
TRX-16244,PROD-2293,2025-01-29,8,1900.32,26.89,9,Entregado,Bogotá,App
TRX-16245,PROD-2993,2025-09-15,5,1440.45,48.21,27,En Camino,Cali,App
TRX-16246,PROD-2228,2025-03-27,13,754.96,87.15,12,Entregado,Medellín,WhatsApp
TRX-16247,PROD-2027,2024-10-05,6,1641.92,57.42,8,Perdido,Bogotá,App
TRX-16248,PROD-3302,2025-08-17,5,61.48,28.41,12,Perdido,Medellín,Online
TRX-16249,PROD-3325,2025-04-30,10,214.46,24.85,9,Perdido,Barranquilla,Online
TRX-16250,PROD-1195,2024-09-28,5,1326.13,76.52,22,Entregado,Ventas_Web,App
TRX-16251,PROD-2631,2025-05-19,3,589.58,6.21,18,Perdido,Bucaramanga,WhatsApp
TRX-16252,PROD-1405,2026-01-06,14,1903.26,52.345,24,Perdido,Cali,WhatsApp
TRX-16253,PROD-3828,2025-01-12,4,877.76,91.85,17,Devuelto,Medellín,Online
TRX-16254,PROD-1669,2025-05-08,5,864.44,6.75,11,Entregado,Ventas_Web,Online
TRX-16255,PROD-1245,2025-12-08,11,1359.38,64.94,21,Perdido,Barranquilla,App
TRX-16256,PROD-1882,2024-10-09,11,1537.46,62.45,2,Desconocido,Bucaramanga,Físico
TRX-16257,PROD-2041,2024-12-04,2,956.36,59.95,29,En Camino,Bucaramanga,WhatsApp
TRX-16258,PROD-2951,2024-10-04,6,435.86,50.06,23,Perdido,Cali,Online
TRX-16259,PROD-3579,2024-12-17,2,1548.88,85.98,21,Devuelto,Barranquilla,App
TRX-16260,PROD-1394,2026-02-03,4,647.5,67.64,26,En Camino,Cali,App
TRX-16261,PROD-2842,2025-03-21,12,358.47,79.28,19,En Camino,Bogotá,App
TRX-16262,PROD-2370,2025-01-22,1,1266.96,15.97,14,Desconocido,Bogotá,WhatsApp
TRX-16263,PROD-2064,2025-04-14,4,190.0,9.74,23,Desconocido,Medellín,Físico
TRX-16264,PROD-2478,2024-12-01,14,1942.99,52.345,28,Desconocido,Bogotá,App
TRX-16265,PROD-2475,2025-01-08,7,1268.47,7.71,3,Retrasado,Medellín,App
TRX-16266,PROD-3295,2025-04-11,14,1971.93,18.98,6,Devuelto,Ventas_Web,Físico
TRX-16267,PROD-3283,2024-11-13,8,684.4,68.37,4,Devuelto,Bogotá,App
TRX-16268,PROD-2055,2024-10-29,2,1942.7,51.93,12,Perdido,Barranquilla,Online
TRX-16269,PROD-2409,2025-01-17,3,299.67,76.46,26,Devuelto,Cali,WhatsApp
TRX-16270,PROD-1081,2025-06-08,1,90.98,23.21,2,En Camino,Ventas_Web,Físico
TRX-16271,PROD-2686,2026-01-17,7,75.64,39.86,25,En Camino,Medellín,Físico
TRX-16272,PROD-1496,2025-06-13,4,935.09,89.41,6,Perdido,Ventas_Web,WhatsApp
TRX-16273,PROD-2438,2025-10-21,11,175.18,93.89,5,En Camino,Bogotá,App
TRX-16274,PROD-3783,2025-07-22,10,1029.21,92.56,29,Perdido,Bucaramanga,WhatsApp
TRX-16275,PROD-3480,2025-11-21,8,661.73,82.74,5,Desconocido,Medellín,Online
TRX-16276,PROD-1814,2024-11-25,5,677.9,52.345,8,Retrasado,Bogotá,Físico
TRX-16277,PROD-3362,2024-11-03,9,1274.86,70.38,5,Devuelto,Medellín,App
TRX-16278,PROD-3358,2024-11-04,6,334.57,91.8,24,Devuelto,Medellín,App
